iter	Logloss
142	0.6030681898
143	0.6027444275
144	0.6024104226
145	0.6021194767
146	0.6017723289
147	0.6014287512
148	0.6011159756
149	0.6008446305
150	0.6005597026
151	0.6002385552
152	0.5996621195
153	0.5993196569
154	0.5989863119
155	0.5985519948
156	0.5983126644
157	0.5978315108
158	0.597610277
159	0.5972294707
160	0.5969596044
161	0.596727487
162	0.5964680097
163	0.5961988637
164	0.5959035754
165	0.5957322906
166	0.5952036714
167	0.5947746215
168	0.5944750283
169	0.5940760412
170	0.5937310679
171	0.5933193887
172	0.5929625014
173	0.5925921986
174	0.5922232044
175	0.591948275
176	0.5916422135
177	0.5913307505
178	0.5910475246
179	0.5906384439
180	0.590342925
181	0.589958574
182	0.5896461716
183	0.5893385325
184	0.5889619363
185	0.5887430363
186	0.5884309954
187	0.5882614653
188	0.5879028071
189	0.5877049411
190	0.5875000516
191	0.5871185073
192	0.5868760452
193	0.586560112
194	0.5863689523
195	0.5859797089
196	0.5858015916
197	0.5855454825
198	0.5851391763
199	0.584839641
200	0.5846607913
201	0.5843659109
202	0.5839418239
203	0.583659818
204	0.5834447523
205	0.5831692511
206	0.5828130359
207	0.5825442056
208	0.5822750149
209	0.5819937943
210	0.5816196867
211	0.5812933071
212	0.5810559716
213	0.5808049169
214	0.5804467758
215	0.5802094712
216	0.5799753316
217	0.5797045061
218	0.579296346
219	0.5789988038
220	0.5786271782
221	0.5782893782
222	0.5780248907
223	0.5776786661
224	0.5773738288
225	0.5771295785
226	0.5768621096
227	0.5766437015
228	0.5764318688
229	0.5762172914
230	0.5760701463
231	0.575743287
232	0.5754471431
233	0.5752391773
234	0.5749987137
235	0.5746935621
236	0.5745160418
237	0.5741914801
238	0.5739933705
239	0.5737072374
240	0.5734792893
241	0.5731339453
242	0.5728871939
243	0.5726307991
244	0.5722318952
245	0.5719800241
246	0.5717198671
247	0.5715464374
248	0.5712344016
249	0.5709068842
250	0.5705220205
251	0.5702665874
252	0.5699107165
253	0.5697100773
254	0.5694353388
255	0.5690076392
256	0.5686790222
257	0.5683641315
258	0.5681222784
259	0.5678139286
260	0.5675843913
261	0.5673640314
262	0.5671138645
263	0.5667670015
264	0.566397732
265	0.5661174112
266	0.5658483067
267	0.5656646301
268	0.5654281641
269	0.5653152556
270	0.5651625381
271	0.5649520156
272	0.5647690448
273	0.5645557566
274	0.5641730493
275	0.563912269
276	0.5636072945
277	0.5633949817
278	0.5630174746
279	0.5627525767
280	0.5624349071
281	0.5622520249
282	0.561915339
283	0.5616699372
284	0.5614767667
285	0.5612284259
286	0.5609378166
287	0.5607469851
288	0.5605112646
289	0.5602122742
290	0.5600358552
291	0.5598227341
292	0.5595202323
293	0.5593085365
294	0.5591289574
295	0.5588037429
296	0.558591311
297	0.5583784655
298	0.5581249711
299	0.5578999936
300	0.5576636152
301	0.5573975834
302	0.5572075118
303	0.5569746188
304	0.556741893
305	0.5564595991
306	0.556193849
307	0.5559427726
308	0.5557858291
309	0.5555124422
310	0.5551710325
311	0.5549422804
312	0.5548404307
313	0.5545514588
314	0.5542629118
315	0.5540228967
316	0.5536497595
317	0.5532632997
318	0.5530510094
319	0.552800363
320	0.5525077267
321	0.5522281719
322	0.5519305476
323	0.5516173065
324	0.5513959361
325	0.5510709366
326	0.550811644
327	0.5504961692
328	0.5501554167
329	0.5498110641
330	0.549442895
331	0.5493640183
332	0.5491992639
333	0.5488911945
334	0.5486415837
335	0.5484089495
336	0.5481302602
337	0.5478268537
338	0.5475877953
339	0.5473190226
340	0.5471761235
341	0.5469187651
342	0.5467357283
343	0.5465025275
344	0.5463024861
345	0.5460465367
346	0.5459080246
347	0.5457901298
348	0.5456147063
349	0.5453893933
350	0.5450627459
351	0.54477548
352	0.5445515306
353	0.5443509162
354	0.5439703248
355	0.54379231
356	0.5436070163
357	0.5434716617
358	0.5432821545
359	0.5431717921
360	0.542908205
361	0.5425790838
362	0.5423372974
363	0.5421418802
364	0.5418549089
365	0.541769031
366	0.5415255878
367	0.5411157076
368	0.5408872509
369	0.5405895779
370	0.5404754925
371	0.5403492288
372	0.5400309382
373	0.5398665737
374	0.5398036077
375	0.5395249915
376	0.5392964662
377	0.5390461538
378	0.538939416
379	0.5387166687
380	0.5385407307
381	0.5383870209
382	0.5381017769
383	0.5379301661
384	0.5375347272
385	0.5373400566
386	0.5370841384
387	0.53680408
388	0.5365333565
389	0.5363406779
390	0.5360980971
391	0.5358652627
392	0.5356914792
393	0.5354128223
394	0.5351988311
395	0.5349969088
396	0.5347066832
397	0.5346205028
398	0.5343342783
399	0.5340617222
400	0.5338636829
401	0.5336122672
402	0.5333169466
403	0.5330651049
404	0.532863108
405	0.5326129296
406	0.5323400696
407	0.5322779329
408	0.5319651677
409	0.5317712598
410	0.5316418266
411	0.531450911
412	0.5312457481
413	0.5310206512
414	0.5308692037
415	0.5306807715
416	0.5305970542
417	0.5303943396
418	0.5302627397
419	0.5300190264
420	0.5297991312
421	0.529550332
422	0.5292794618
423	0.5291232915
424	0.5290379066
425	0.5287846121
426	0.5286424378
427	0.5284731443
428	0.5282938674
429	0.5280996614
430	0.5278613628
431	0.5276818539
432	0.5274315629
433	0.5272147072
434	0.5270019882
435	0.5268697618
436	0.5266266819
437	0.5262982978
438	0.5260742616
439	0.525851198
440	0.5255991539
441	0.5253539238
442	0.5250281798
443	0.5249195998
444	0.5247680567
445	0.5245375817
446	0.5242396154
447	0.5240167428
448	0.5237744515
449	0.5235808604
450	0.5233679699
451	0.5231037413
452	0.5228353728
453	0.5226710584
454	0.5224966637
455	0.5223718668
456	0.5221341456
457	0.5219376065
458	0.5216930039
459	0.521457211
460	0.5212633953
461	0.5210855371
462	0.520856961
463	0.5206188307
464	0.5203927873
465	0.5200613194
466	0.5198405674
467	0.5197152074
468	0.5194851059
469	0.5193195625
470	0.5191662727
471	0.5189514094
472	0.5187076542
473	0.5184800141
474	0.5182118287
475	0.5180251363
476	0.5178321989
477	0.5175310898
478	0.5172888806
479	0.5171350644
480	0.5169410991
481	0.5167883032
482	0.5164550914
483	0.5161936713
484	0.5159953415
485	0.5157691795
486	0.5155612359
487	0.5153818716
488	0.5152084629
489	0.5150387352
490	0.5149034224
491	0.514778889
492	0.5145897782
493	0.5143678646
494	0.5140708048
495	0.5138743039
496	0.51369915
497	0.513531438
498	0.5132822694
499	0.5130130794
500	0.5129359778
501	0.5126357435
502	0.5124583768
503	0.512294027
504	0.5121348367
505	0.5119125468
506	0.5117501944
507	0.5115369508
508	0.5113854047
509	0.5112253487
510	0.5109442257
511	0.5107229212
512	0.5105286141
513	0.5103331217
514	0.5100416296
515	0.5098389455
516	0.509711728
517	0.5095415273
518	0.5093007008
519	0.509150061
520	0.5089478013
521	0.5087155283
522	0.5085462704
523	0.5083773482
524	0.5081161785
525	0.5079272108
526	0.5077503437
527	0.5076159978
528	0.50738246
529	0.5071336188
530	0.5068269323
531	0.5066568126
532	0.5064843112
533	0.5062857485
534	0.5061540788
535	0.505970053
536	0.5056658707
537	0.5054302738
538	0.5053012532
539	0.5050923985
540	0.5047504381
541	0.5045695373
542	0.5043142655
543	0.5041158057
544	0.5039751999
545	0.5038042506
546	0.503658334
547	0.5035461411
548	0.5034462146
549	0.5033195428
550	0.5031192425
551	0.5029326835
552	0.5027115346
553	0.5025280305
554	0.5022992636
555	0.5021532551
556	0.5019933026
557	0.5017798227
558	0.5015980003
559	0.501430242
560	0.5013145051
561	0.5010463653
562	0.5007987407
563	0.5006808417
564	0.5004954137
565	0.5003105725
566	0.5001601513
567	0.4999585942
568	0.4998583475
569	0.4995665521
570	0.499430524
571	0.499245635
572	0.4989626061
573	0.4988263641
574	0.4986980596
575	0.4985736601
576	0.4984611198
577	0.4981837608
578	0.4979225701
579	0.497745268
580	0.4976043036
581	0.4974421877
582	0.4972149508
583	0.4970817973
584	0.4969104437
585	0.4968026924
586	0.4965583247
587	0.496417075
588	0.4963024458
589	0.4960772458
590	0.4958811013
591	0.4957019054
592	0.4955408606
593	0.4953665989
594	0.495223213
595	0.4950156911
596	0.4948845884
597	0.4947079922
598	0.4944170952
599	0.4942225153
