iter	Logloss
449	0.4044664832
450	0.4039854117
451	0.4033352558
452	0.4030422044
453	0.4027598651
454	0.4023968269
455	0.4019825204
456	0.4016279839
457	0.4014239308
458	0.4009814497
459	0.4005101263
460	0.4000215878
461	0.3994695637
462	0.398623365
463	0.398068194
464	0.3975352991
465	0.3972802665
466	0.3968461367
467	0.3964001202
468	0.396222841
469	0.3960099252
470	0.3958199462
471	0.3956043991
472	0.3953454395
473	0.3946790397
474	0.3943379177
475	0.3939434418
476	0.393671487
477	0.3933182018
478	0.3928663624
479	0.3926349922
480	0.3922897692
481	0.3917140452
482	0.3914696583
483	0.3910426323
484	0.3906534852
485	0.3901643755
486	0.3897108073
487	0.3893283349
488	0.3888526584
489	0.3885314664
490	0.38808692
491	0.3875721236
492	0.3869625924
493	0.3866732467
494	0.3862301664
495	0.3857179242
496	0.3854095594
497	0.384870714
498	0.3846624204
499	0.3844685881
500	0.3841575929
501	0.3836953664
502	0.3835245154
503	0.3832226205
504	0.3826894809
505	0.3822514918
506	0.3819103001
507	0.3814822389
508	0.3812482504
509	0.3808548896
510	0.3806922171
511	0.380400579
512	0.3797066338
513	0.379418009
514	0.3790198032
515	0.3785148205
516	0.3782340526
517	0.3779658373
518	0.3776960685
519	0.3774142154
520	0.3770637918
521	0.3768268771
522	0.3765185312
523	0.3762437939
524	0.3756196497
525	0.3753909877
526	0.375163484
527	0.3747746074
528	0.3742625384
529	0.3738213853
530	0.3736416963
531	0.3733899261
532	0.3728132235
533	0.3724879051
534	0.3721189749
535	0.3717456957
536	0.3713197785
537	0.3710081958
538	0.3707375886
539	0.370547913
540	0.3702560537
541	0.3697780438
542	0.3695145267
543	0.3690204742
544	0.3686384545
545	0.3682520734
546	0.3680252418
547	0.3675129692
548	0.3671609153
549	0.3668771499
550	0.3665365876
551	0.3661674557
552	0.36584211
553	0.3654794677
554	0.365222483
555	0.3649449487
556	0.3647953477
557	0.3642776745
558	0.3640205991
559	0.3636349848
560	0.3633164978
561	0.3630477272
562	0.3628074156
563	0.3626076851
564	0.3622273099
565	0.3617829669
566	0.3614605925
567	0.3612715694
568	0.360808561
569	0.3605387542
570	0.3601863224
571	0.3597855677
572	0.3593975396
573	0.3590888482
574	0.3588150463
575	0.3584063111
576	0.3578298653
577	0.3574057268
578	0.3568965673
579	0.35635617695580	0.3559592542
581	0.3554083588
582	0.355143711
583	0.3548565566
584	0.3545169573
585	0.3541531464
586	0.3537641447
587	0.3534870742
588	0.3531927018
589	0.3529370913
590	0.3526155504
591	0.3523448242
592	0.3519811066
593	0.3516683403
594	0.3514488977
595	0.3511207851
596	0.3508022611
597	0.3504602548
598	0.350011741
599	0.3497555428
600	0.3495518724
601	0.3492901421
602	0.3489495736
603	0.3485788645
604	0.348169683
605	0.3479121942
606	0.3474950095
607	0.3474032295
608	0.3470661052
609	0.3465897352
610	0.3460453551
611	0.3455162919
612	0.345255508
613	0.3449571757
614	0.3444713654
615	0.3441019345
616	0.3439941947
617	0.3432869828
618	0.3429282178
619	0.34273954620620	0.34229163621621	0.3421007943
622	0.3416918815
623	0.34134092624624	0.3409206188
625	0.3404273679
626	0.3399804828
627	0.3396997978
628	0.3394951672
629	0.3393035553
630	0.3390186955
631	0.3387516856
632	0.3384459735
633	0.3380214269
634	0.337538116
635	0.3370846005
636	0.3368088056
637	0.3366156031
638	0.3361715005
639	0.3359369259
640	0.3356640602
641	0.3353828766
642	0.3351680202
643	0.3346583109
644	0.334322838
645	0.3338804357
646	0.3335636378
647	0.3332545127
648	0.3327756787
649	0.3323952464
650	0.3321086376
651	0.3318112934
652	0.331443015
653	0.3312432838
654	0.3309407268
655	0.3305443143
656	0.3302861175
657	0.3298431456
658	0.3295442747
659	0.3292049133
660	0.3289039556
661	0.3285529351
662	0.3280687343
663	0.3278382485
664	0.3277191166
665	0.3274966235
666	0.3271058697
667	0.3267642967
668	0.3262773762
669	0.3258654607
670	0.3257130522
671	0.3253975166
672	0.3251241044
673	0.3248407833
674	0.3243296031
675	0.3240976731
676	0.3239120993
677	0.3236381418
678	0.3233564971
679	0.3229709282
680	0.3226395777
681	0.3224731098
682	0.3222426797
683	0.3219092925
684	0.3215919236
685	0.3214040676
686	0.3209231713
687	0.3205516365
688	0.3201493623
689	0.3199588555
690	0.3196026205
691	0.3194281669
692	0.3190285543
693	0.3188260567
694	0.3185291644
695	0.3183612021
696	0.3181178599
697	0.3177614497
698	0.3174180325
699	0.3171747963
700	0.316893435
701	0.3166889823
702	0.3163019057
703	0.3160425613
704	0.3158729403
705	0.3155218718
706	0.3151383724
707	0.3149202247
708	0.3147611928
709	0.3145296389
710	0.3142458612
711	0.3140665203
712	0.3136832468
713	0.3133508698
714	0.3131324754
715	0.3128082844
716	0.312448805
717	0.3123475297
718	0.3122182432
719	0.3119304452
720	0.3115516976
721	0.3113632982
722	0.3111197677
723	0.3109065329
724	0.3107476929
725	0.3104155696
726	0.3100145041
727	0.309685578
728	0.309376212
729	0.3090902773
730	0.308748101
731	0.3085535199
732	0.3083890641
733	0.3082022398
734	0.3079447915
735	0.3076642161
736	0.3074438381
737	0.3070007799
738	0.3066127013
739	0.3063217436
740	0.3061875643
741	0.305867421
742	0.3056127592
743	0.3053531924
744	0.3048886219
745	0.3046113569
746	0.3043985965
747	0.304189437
748	0.3037794485
749	0.3036169391
750	0.3032947592
751	0.3030458757
752	0.3028337195
753	0.3024986665
754	0.302317418
755	0.3020357794
756	0.3017065141
757	0.3014162567
758	0.3012353516
759	0.300977116
760	0.300736879
761	0.300472
762	0.3002431335
763	0.2999388235
764	0.2997691506
765	0.2996310716
766	0.2994087645
767	0.2992322733
768	0.2989100463
769	0.2987200433
770	0.2984529836
771	0.298114479
772	0.2977915756
773	0.2974933691
774	0.2971539492
775	0.2970160237
776	0.2967375416
777	0.2964837292
778	0.296201479
779	0.2959513961
780	0.2956404724
781	0.2952244023
782	0.2948129503
783	0.294463435
784	0.2940792761
785	0.2939186364
786	0.2936588726
787	0.2932505993
788	0.2929928378
789	0.2928294217
790	0.2926409244
791	0.2922611819
792	0.2920788579
793	0.2917184234
794	0.2914112103
795	0.2910830665
796	0.2909331352
797	0.2905101403
798	0.2900912687
799	0.2898070855
10735
5387
